CalendarDate,Link,Day,Week,Year,Team,Opp,Site,Q1,Q2,Q3,Q4,Final,Line,Total,SUm,ATSm,OUm,DPS,DPA,SUr,ATSr,OUr,ot
"Nov 16, 2008",,Sunday,11,2008,Bears,Packers,away,0-7,3-10,0-7,0-13,3-37,4.0,43.0,-34,-30.0,-3.0,-16.5,13.5,L,L,U,0
"Nov 16, 2008",,Sunday,11,2008,Chiefs,Saints,home,7-3,3-10,3-14,7-3,20-30,5.5,50.0,-10,-4.5,0.0,-2.2,2.2,L,L,P,0
"Nov 16, 2008",,Sunday,11,2008,Saints,Chiefs,away,3-7,10-3,14-3,3-7,30-20,-5.5,50.0,10,4.5,0.0,2.2,-2.2,W,W,P,0
"Nov 16, 2008",,Sunday,11,2008,Buccaneers,Vikings,home,3-3,3-10,7-0,6-0,19-13,-5.0,38.5,6,1.0,-6.5,-2.8,-3.8,W,W,U,0
"Nov 16, 2008",,Sunday,11,2008,Vikings,Buccaneers,away,3-3,10-3,0-7,0-6,13-19,5.0,38.5,-6,-1.0,-6.5,-3.8,-2.8,L,L,U,0
"Nov 16, 2008",,Sunday,11,2008,Fortyniners,Rams,home,7-0,28-3,0-6,0-7,35-16,-6.5,43.5,19,12.5,7.5,10.0,-2.5,W,W,O,0
"Nov 16, 2008",,Sunday,11,2008,Rams,Fortyniners,away,0-7,3-28,6-0,7-0,16-35,6.5,43.5,-19,-12.5,7.5,-2.5,10.0,L,L,O,0
"Nov 16, 2008",,Sunday,11,2008,Seahawks,Cardinals,home,0-10,7-6,0-10,13-0,20-26,3.0,47.0,-6,-3.0,-1.0,-2.0,1.0,L,L,U,0
"Nov 16, 2008",,Sunday,11,2008,Cardinals,Seahawks,away,10-0,6-7,10-0,0-13,26-20,-3.0,47.0,6,3.0,-1.0,1.0,-2.0,W,W,U,0
"Nov 16, 2008",,Sunday,11,2008,Steelers,Chargers,home,0-7,5-0,3-0,3-3,11-10,-4.0,40.5,1,-3.0,-19.5,-11.2,-8.2,W,L,U,0
"Nov 16, 2008",,Sunday,11,2008,Chargers,Steelers,away,7-0,0-5,0-3,3-3,10-11,4.0,40.5,-1,3.0,-19.5,-8.2,-11.2,L,W,U,0
"Nov 16, 2008",,Sunday,11,2008,Redskins,Cowboys,home,7-0,3-7,0-0,0-7,10-14,1.5,43.0,-4,-2.5,-19.0,-10.8,-8.2,L,L,U,0
"Nov 16, 2008",,Sunday,11,2008,Cowboys,Redskins,away,0-7,7-3,0-0,7-0,14-10,-1.5,43.0,4,2.5,-19.0,-8.2,-10.8,W,W,U,0
"Nov 13, 2008",,Thursday,11,2008,Patriots,Jets,home,3-10,10-14,8-0,10-7,31-34,-3.5,41.5,-3,-6.5,23.5,8.5,15.0,L,L,O,1
"Nov 13, 2008",,Thursday,11,2008,Jets,Patriots,away,10-3,14-10,0-8,7-10,34-31,3.5,41.5,3,6.5,23.5,15.0,8.5,W,W,O,1
"Nov 10, 2008",,Monday,10,2008,Cardinals,Fortyniners,home,3-7,10-14,7-3,9-0,29-24,-9.5,46.5,5,-4.5,6.5,1.0,5.5,W,L,O,0
"Nov 10, 2008",,Monday,10,2008,Fortyniners,Cardinals,away,7-3,14-10,3-7,0-9,24-29,9.5,46.5,-5,4.5,6.5,5.5,1.0,L,W,O,0
"Nov 09, 2008",,Sunday,10,2008,Bears,Titans,home,7-0,0-7,0-7,7-7,14-21,3.0,37.5,-7,-4.0,-2.5,-3.2,0.8,L,L,U,0
"Nov 09, 2008",,Sunday,10,2008,Titans,Bears,away,0-7,7-0,7-0,7-7,21-14,-3.0,37.5,7,4.0,-2.5,0.8,-3.2,W,W,U,0
"Nov 09, 2008",,Sunday,10,2008,Lions,Jaguars,home,7-3,0-21,0-7,7-7,14-38,6.5,43.5,-24,-17.5,8.5,-4.5,13.0,L,L,O,0
"Nov 09, 2008",,Sunday,10,2008,Jaguars,Lions,away,3-7,21-0,7-0,7-7,38-14,-6.5,43.5,24,17.5,8.5,13.0,-4.5,W,W,O,0
"Nov 09, 2008",,Sunday,10,2008,Patriots,Bills,home,7-0,3-3,3-0,7-7,20-10,-3.5,41.5,10,6.5,-11.5,-2.5,-9.0,W,W,U,0
"Nov 09, 2008",,Sunday,10,2008,Bills,Patriots,away,0-7,3-3,0-3,7-7,10-20,3.5,41.5,-10,-6.5,-11.5,-9.0,-2.5,L,L,U,0
"Nov 09, 2008",,Sunday,10,2008,Falcons,Saints,home,7-3,10-3,3-0,14-14,34-20,-1.0,50.0,14,13.0,4.0,8.5,-4.5,W,W,O,0
"Nov 09, 2008",,Sunday,10,2008,Saints,Falcons,away,3-7,3-10,0-3,14-14,20-34,1.0,50.0,-14,-13.0,4.0,-4.5,8.5,L,L,O,0
"Nov 09, 2008",,Sunday,10,2008,Dolphins,Seahawks,home,7-0,7-7,0-6,7-6,21-19,-8.0,42.5,2,-6.0,-2.5,-4.2,1.8,W,L,U,0
"Nov 09, 2008",,Sunday,10,2008,Seahawks,Dolphins,away,0-7,7-7,6-0,6-7,19-21,8.0,42.5,-2,6.0,-2.5,1.8,-4.2,L,W,U,0
"Nov 09, 2008",,Sunday,10,2008,Vikings,Packers,home,7-7,7-3,7-14,7-3,28-27,-2.5,45.0,1,-1.5,10.0,4.2,5.8,W,L,O,0
"Nov 09, 2008",,Sunday,10,2008,Packers,Vikings,away,7-7,3-7,14-7,3-7,27-28,2.5,45.0,-1,1.5,10.0,5.8,4.2,L,W,O,0
"Nov 09, 2008",,Sunday,10,2008,Jets,Rams,home,17-0,23-0,0-3,7-0,47-3,-9.0,44.0,44,35.0,6.0,20.5,-14.5,W,W,O,0
"Nov 09, 2008",,Sunday,10,2008,Rams,Jets,away,0-17,0-23,3-0,0-7,3-47,9.0,44.0,-44,-35.0,6.0,-14.5,20.5,L,L,O,0
"Nov 09, 2008",,Sunday,10,2008,Raiders,Panthers,home,0-7,0-7,6-0,0-3,6-17,9.5,37.5,-11,-1.5,-14.5,-8.0,-6.5,L,L,U,0
"Nov 09, 2008",,Sunday,10,2008,Panthers,Raiders,away,7-0,7-0,0-6,3-0,17-6,-9.5,37.5,11,1.5,-14.5,-6.5,-8.0,W,W,U,0
"Nov 09, 2008",,Sunday,10,2008,Steelers,Colts,home,7-7,10-7,0-3,3-7,20-24,-3.5,39.5,-4,-7.5,4.5,-1.5,6.0,L,L,O,0
"Nov 09, 2008",,Sunday,10,2008,Colts,Steelers,away,7-7,7-10,3-0,7-3,24-20,3.5,39.5,4,7.5,4.5,6.0,-1.5,W,W,O,0
"Nov 09, 2008",,Sunday,10,2008,Texans,Ravens,home,0-7,6-5,7-7,0-22,13-41,-1.0,43.0,-28,-29.0,11.0,-9.0,20.0,L,L,O,0
"Nov 09, 2008",,Sunday,10,2008,Ravens,Texans,away,7-0,5-6,7-7,22-0,41-13,1.0,43.0,28,29.0,11.0,20.0,-9.0,W,W,O,0
"Nov 09, 2008",,Sunday,10,2008,Chargers,Chiefs,home,0-7,6-6,7-0,7-6,20-19,-14.5,47.5,1,-13.5,-8.5,-11.0,2.5,W,L,U,0
"Nov 09, 2008",,Sunday,10,2008,Chiefs,Chargers,away,7-0,6-6,0-7,6-7,19-20,14.5,47.5,-1,13.5,-8.5,2.5,-11.0,L,W,U,0
"Nov 09, 2008",,Sunday,10,2008,Eagles,Giants,home,7-10,10-10,7-7,7-9,31-36,-3.0,42.5,-5,-8.0,24.5,8.2,16.2,L,L,O,0
"Nov 09, 2008",,Sunday,10,2008,Giants,Eagles,away,10-7,10-10,7-7,9-7,36-31,3.0,42.5,5,8.0,24.5,16.2,8.2,W,W,O,0
"Nov 06, 2008",,Thursday,10,2008,Browns,Broncos,home,7-7,13-3,3-3,7-21,30-34,-3.5,46.0,-4,-7.5,18.0,5.2,12.8,L,L,O,0
"Nov 06, 2008",,Thursday,10,2008,Broncos,Browns,away,7-7,3-13,3-3,21-7,34-30,3.5,46.0,4,7.5,18.0,12.8,5.2,W,W,O,0
"Nov 03, 2008",,Monday,9,2008,Redskins,Steelers,home,6-0,0-10,0-6,0-7,6-23,-2.0,36.5,-17,-19.0,-7.5,-13.2,5.8,L,L,U,0
"Nov 03, 2008",,Monday,9,2008,Steelers,Redskins,away,0-6,10-0,6-0,7-0,23-6,2.0,36.5,17,19.0,-7.5,5.8,-13.2,W,W,U,0
"Nov 02, 2008",,Sunday,9,2008,Bills,Jets,home,7-13,0-0,3-10,7-3,17-26,-5.0,42.0,-9,-14.0,1.0,-6.5,7.5,L,L,O,0
"Nov 02, 2008",,Sunday,9,2008,Jets,Bills,away,13-7,0-0,10-3,3-7,26-17,5.0,42.0,9,14.0,1.0,7.5,-6.5,W,W,O,0
"Nov 02, 2008",,Sunday,9,2008,Bengals,Jaguars,home,7-0,7-3,7-0,0-16,21-19,7.5,40.0,2,9.5,0.0,4.8,-4.8,W,W,P,0
"Nov 02, 2008",,Sunday,9,2008,Jaguars,Bengals,away,0-7,3-7,0-7,16-0,19-21,-7.5,40.0,-2,-9.5,0.0,-4.8,4.8,L,L,P,0
"Nov 02, 2008",,Sunday,9,2008,Browns,Ravens,home,7-10,6-3,14-7,0-17,27-37,-2.0,36.0,-10,-12.0,28.0,8.0,20.0,L,L,O,0
"Nov 02, 2008",,Sunday,9,2008,Ravens,Browns,away,10-7,3-6,7-14,17-0,37-27,2.0,36.0,10,12.0,28.0,20.0,8.0,W,W,O,0
"Nov 02, 2008",,Sunday,9,2008,Vikings,Texans,home,7-7,14-0,0-7,7-7,28-21,-5.0,46.5,7,2.0,2.5,2.2,0.2,W,W,O,0
"Nov 02, 2008",,Sunday,9,2008,Texans,Vikings,away,7-7,0-14,7-0,7-7,21-28,5.0,46.5,-7,-2.0,2.5,0.2,2.2,L,L,O,0
"Nov 02, 2008",,Sunday,9,2008,Bears,Lions,home,10-0,3-23,7-0,7-0,27-23,-12.5,43.5,4,-8.5,6.5,-1.0,7.5,W,L,O,0
"Nov 02, 2008",,Sunday,9,2008,Lions,Bears,away,0-10,23-3,0-7,0-7,23-27,12.5,43.5,-4,8.5,6.5,7.5,-1.0,L,W,O,0
"Nov 02, 2008",,Sunday,9,2008,Chiefs,Buccaneers,home,14-0,10-13,0-0,3-14,27-30,9.0,36.5,-3,6.0,20.5,13.2,7.2,L,W,O,1
"Nov 02, 2008",,Sunday,9,2008,Buccaneers,Chiefs,away,0-14,13-10,0-0,14-3,30-27,-9.0,36.5,3,-6.0,20.5,7.2,13.2,W,L,O,1
"Nov 02, 2008",,Sunday,9,2008,Rams,Cardinals,home,7-0,0-24,0-7,6-3,13-34,3.0,50.0,-21,-18.0,-3.0,-10.5,7.5,L,L,U,0
"Nov 02, 2008",,Sunday,9,2008,Cardinals,Rams,away,0-7,24-0,7-0,3-6,34-13,-3.0,50.0,21,18.0,-3.0,7.5,-10.5,W,W,U,0
"Nov 02, 2008",,Sunday,9,2008,Titans,Packers,home,3-0,10-10,3-3,0-3,19-16,-4.0,41.0,3,-1.0,-6.0,-3.5,-2.5,W,L,U,1
"Nov 02, 2008",,Sunday,9,2008,Packers,Titans,away,0-3,10-10,3-3,3-0,16-19,4.0,41.0,-3,1.0,-6.0,-2.5,-3.5,L,W,U,1
"Nov 02, 2008",,Sunday,9,2008,Broncos,Dolphins,home,7-13,0-3,3-0,7-10,17-26,-3.5,50.0,-9,-12.5,-7.0,-9.8,2.8,L,L,U,0
"Nov 02, 2008",,Sunday,9,2008,Dolphins,Broncos,away,13-7,3-0,0-3,10-7,26-17,3.5,50.0,9,12.5,-7.0,2.8,-9.8,W,W,U,0
"Nov 02, 2008",,Sunday,9,2008,Giants,Cowboys,home,14-0,7-7,7-0,7-7,35-14,-8.5,41.5,21,12.5,7.5,10.0,-2.5,W,W,O,0
"Nov 02, 2008",,Sunday,9,2008,Cowboys,Giants,away,0-14,7-7,0-7,7-7,14-35,8.5,41.5,-21,-12.5,7.5,-2.5,10.0,L,L,O,0
"Nov 02, 2008",,Sunday,9,2008,Seahawks,Eagles,home,7-0,0-14,0-6,0-6,7-26,6.5,43.0,-19,-12.5,-10.0,-11.2,1.2,L,L,U,0
"Nov 02, 2008",,Sunday,9,2008,Eagles,Seahawks,away,0-7,14-0,6-0,6-0,26-7,-6.5,43.0,19,12.5,-10.0,1.2,-11.2,W,W,U,0
"Nov 02, 2008",,Sunday,9,2008,Raiders,Falcons,home,0-14,0-10,0-0,0-0,0-24,3.0,41.5,-24,-21.0,-17.5,-19.2,1.8,L,L,U,0
"Nov 02, 2008",,Sunday,9,2008,Falcons,Raiders,away,14-0,10-0,0-0,0-0,24-0,-3.0,41.5,24,21.0,-17.5,1.8,-19.2,W,W,U,0
"Nov 02, 2008",,Sunday,9,2008,Colts,Patriots,home,7-0,0-6,8-6,3-3,18-15,-6.0,44.0,3,-3.0,-11.0,-7.0,-4.0,W,L,U,0
"Nov 02, 2008",,Sunday,9,2008,Patriots,Colts,away,0-7,6-0,6-8,3-3,15-18,6.0,44.0,-3,3.0,-11.0,-4.0,-7.0,L,W,U,0
"Oct 27, 2008",,Monday,8,2008,Titans,Colts,home,3-7,3-0,8-7,17-7,31-21,-4.0,41.0,10,6.0,11.0,8.5,2.5,W,W,O,0
"Oct 27, 2008",,Monday,8,2008,Colts,Titans,away,7-3,0-3,7-8,7-17,21-31,4.0,41.0,-10,-6.0,11.0,2.5,8.5,L,L,O,0
"Oct 26, 2008",,Sunday,8,2008,Saints,Chargers,neutral,3-3,20-14,7-3,7-12,37-32,3.0,46.0,5,8.0,23.0,15.5,7.5,W,W,O,0
"Oct 26, 2008",,Sunday,8,2008,Chargers,Saints,neutral,3-3,14-20,3-7,12-7,32-37,-3.0,46.0,-5,-8.0,23.0,7.5,15.5,L,L,O,0
"Oct 26, 2008",,Sunday,8,2008,Ravens,Raiders,home,2-0,17-0,3-10,7-0,29-10,-8.0,35.5,19,11.0,3.5,7.2,-3.8,W,W,O,0
"Oct 26, 2008",,Sunday,8,2008,Raiders,Ravens,away,0-2,0-17,10-3,0-7,10-29,8.0,35.5,-19,-11.0,3.5,-3.8,7.2,L,L,O,0
"Oct 26, 2008",,Sunday,8,2008,Dolphins,Bills,home,7-3,0-6,10-7,8-0,25-16,0.0,42.5,9,9.0,-1.5,3.8,-5.2,W,W,U,0
"Oct 26, 2008",,Sunday,8,2008,Bills,Dolphins,away,3-7,6-0,7-10,0-8,16-25,0.0,42.5,-9,-9.0,-1.5,-5.2,3.8,L,L,U,0
"Oct 26, 2008",,Sunday,8,2008,Jets,Chiefs,home,7-0,7-14,7-3,7-7,28-24,-13.0,41.0,4,-9.0,11.0,1.0,10.0,W,L,O,0
"Oct 26, 2008",,Sunday,8,2008,Chiefs,Jets,away,0-7,14-7,3-7,7-7,24-28,13.0,41.0,-4,9.0,11.0,10.0,1.0,L,W,O,0
"Oct 26, 2008",,Sunday,8,2008,Panthers,Cardinals,home,0-3,3-7,21-13,3-0,27-23,-4.5,43.0,4,-0.5,7.0,3.2,3.8,W,L,O,0
"Oct 26, 2008",,Sunday,8,2008,Cardinals,Panthers,away,3-0,7-3,13-21,0-3,23-27,4.5,43.0,-4,0.5,7.0,3.8,3.2,L,W,O,0
"Oct 26, 2008",,Sunday,8,2008,Cowboys,Buccaneers,home,0-6,10-0,3-3,0-0,13-9,-2.0,40.5,4,2.0,-18.5,-8.2,-10.2,W,W,U,0
"Oct 26, 2008",,Sunday,8,2008,Buccaneers,Cowboys,away,6-0,0-10,3-3,0-0,9-13,2.0,40.5,-4,-2.0,-18.5,-10.2,-8.2,L,L,U,0
"Oct 26, 2008",,Sunday,8,2008,Lions,Redskins,home,7-3,3-3,0-10,7-9,17-25,7.5,42.5,-8,-0.5,-0.5,-0.5,0.0,L,L,U,0
"Oct 26, 2008",,Sunday,8,2008,Redskins,Lions,away,3-7,3-3,10-0,9-7,25-17,-7.5,42.5,8,0.5,-0.5,0.0,-0.5,W,W,U,0
"Oct 26, 2008",,Sunday,8,2008,Patriots,Rams,home,7-3,6-7,0-3,10-3,23-16,-8.0,41.0,7,-1.0,-2.0,-1.5,-0.5,W,L,U,0
"Oct 26, 2008",,Sunday,8,2008,Rams,Patriots,away,3-7,7-6,3-0,3-10,16-23,8.0,41.0,-7,1.0,-2.0,-0.5,-1.5,L,W,U,0
"Oct 26, 2008",,Sunday,8,2008,Eagles,Falcons,home,0-0,10-7,7-0,10-7,27-14,-9.0,45.0,13,4.0,-4.0,0.0,-4.0,W,W,U,0
"Oct 26, 2008",,Sunday,8,2008,Falcons,Eagles,away,0-0,7-10,0-7,7-10,14-27,9.0,45.0,-13,-4.0,-4.0,-4.0,0.0,L,L,U,0
"Oct 26, 2008",,Sunday,8,2008,Jaguars,Browns,home,0-7,7-10,7-0,3-6,17-23,-7.0,42.0,-6,-13.0,-2.0,-7.5,5.5,L,L,U,0
"Oct 26, 2008",,Sunday,8,2008,Browns,Jaguars,away,7-0,10-7,0-7,6-3,23-17,7.0,42.0,6,13.0,-2.0,5.5,-7.5,W,W,U,0
"Oct 26, 2008",,Sunday,8,2008,Steelers,Giants,home,7-3,0-6,7-0,0-12,14-21,-3.0,42.0,-7,-10.0,-7.0,-8.5,1.5,L,L,U,0
"Oct 26, 2008",,Sunday,8,2008,Giants,Steelers,away,3-7,6-0,0-7,12-0,21-14,3.0,42.0,7,10.0,-7.0,1.5,-8.5,W,W,U,0
"Oct 26, 2008",,Sunday,8,2008,Texans,Bengals,home,7-3,7-3,14-0,7-0,35-6,-9.0,45.0,29,20.0,-4.0,8.0,-12.0,W,W,U,0
"Oct 26, 2008",,Sunday,8,2008,Bengals,Texans,away,3-7,3-7,0-14,0-7,6-35,9.0,45.0,-29,-20.0,-4.0,-12.0,8.0,L,L,U,0
"Oct 26, 2008",,Sunday,8,2008,Fortyniners,Seahawks,home,0-6,3-14,3-7,7-7,13-34,-5.0,41.0,-21,-26.0,6.0,-10.0,16.0,L,L,O,0
"Oct 26, 2008",,Sunday,8,2008,Seahawks,Fortyniners,away,6-0,14-3,7-3,7-7,34-13,5.0,41.0,21,26.0,6.0,16.0,-10.0,W,W,O,0
"Oct 20, 2008",,Monday,7,2008,Patriots,Broncos,home,6-0,14-0,14-0,7-7,41-7,-3.0,48.0,34,31.0,0.0,15.5,-15.5,W,W,P,0
"Oct 20, 2008",,Monday,7,2008,Broncos,Patriots,away,0-6,0-14,0-14,7-7,7-41,3.0,48.0,-34,-31.0,0.0,-15.5,15.5,L,L,P,0
"Oct 19, 2008",,Sunday,7,2008,Bills,Chargers,home,3-7,10-0,7-7,3-0,23-14,0.0,45.0,9,9.0,-8.0,0.5,-8.5,W,W,U,0
"Oct 19, 2008",,Sunday,7,2008,Chargers,Bills,away,7-3,0-10,7-7,0-3,14-23,0.0,45.0,-9,-9.0,-8.0,-8.5,0.5,L,L,U,0
"Oct 19, 2008",,Sunday,7,2008,Bengals,Steelers,home,0-10,7-0,3-7,0-21,10-38,9.0,36.5,-28,-19.0,11.5,-3.8,15.2,L,L,O,0
"Oct 19, 2008",,Sunday,7,2008,Steelers,Bengals,away,10-0,0-7,7-3,21-0,38-10,-9.0,36.5,28,19.0,11.5,15.2,-3.8,W,W,O,0
"Oct 19, 2008",,Sunday,7,2008,Chiefs,Titans,home,0-10,0-7,0-3,10-14,10-34,8.5,35.0,-24,-15.5,9.0,-3.2,12.2,L,L,O,0
"Oct 19, 2008",,Sunday,7,2008,Titans,Chiefs,away,10-0,7-0,3-0,14-10,34-10,-8.5,35.0,24,15.5,9.0,12.2,-3.2,W,W,O,0
"Oct 19, 2008",,Sunday,7,2008,Dolphins,Ravens,home,3-3,3-14,7-3,0-7,13-27,-3.0,36.5,-14,-17.0,3.5,-6.8,10.2,L,L,O,0
"Oct 19, 2008",,Sunday,7,2008,Ravens,Dolphins,away,3-3,14-3,3-7,7-0,27-13,3.0,36.5,14,17.0,3.5,10.2,-6.8,W,W,O,0
"Oct 19, 2008",,Sunday,7,2008,Panthers,Saints,home,3-0,10-7,14-0,3-0,30-7,-3.0,44.5,23,20.0,-7.5,6.2,-13.8,W,W,U,0
"Oct 19, 2008",,Sunday,7,2008,Saints,Panthers,away,0-3,7-10,0-14,0-3,7-30,3.0,44.5,-23,-20.0,-7.5,-13.8,6.2,L,L,U,0
"Oct 19, 2008",,Sunday,7,2008,Bears,Vikings,home,14-14,13-10,14-7,7-10,48-41,-3.0,38.0,7,4.0,51.0,27.5,23.5,W,W,O,0
"Oct 19, 2008",,Sunday,7,2008,Vikings,Bears,away,14-14,10-13,7-14,10-7,41-48,3.0,38.0,-7,-4.0,51.0,23.5,27.5,L,L,O,0
"Oct 19, 2008",,Sunday,7,2008,Giants,Fortyniners,home,7-3,10-7,7-7,5-0,29-17,-10.5,46.0,12,1.5,0.0,0.8,-0.8,W,W,P,0
"Oct 19, 2008",,Sunday,7,2008,Fortyniners,Giants,away,3-7,7-10,7-7,0-5,17-29,10.5,46.0,-12,-1.5,0.0,-0.8,0.8,L,L,P,0
"Oct 19, 2008",,Sunday,7,2008,Rams,Cowboys,home,21-7,3-0,7-0,3-7,34-14,7.0,44.5,20,27.0,3.5,15.2,-11.8,W,W,O,0
"Oct 19, 2008",,Sunday,7,2008,Cowboys,Rams,away,7-21,0-3,0-7,7-3,14-34,-7.0,44.5,-20,-27.0,3.5,-11.8,15.2,L,L,O,0
"Oct 19, 2008",,Sunday,7,2008,Texans,Lions,home,14-0,7-3,7-7,0-11,28-21,-10.0,47.0,7,-3.0,2.0,-0.5,2.5,W,L,O,0
"Oct 19, 2008",,Sunday,7,2008,Lions,Texans,away,0-14,3-7,7-7,11-0,21-28,10.0,47.0,-7,3.0,2.0,2.5,-0.5,L,W,O,0
"Oct 19, 2008",,Sunday,7,2008,Redskins,Browns,home,0-0,0-0,7-3,7-8,14-11,-7.5,42.0,3,-4.5,-17.0,-10.8,-6.2,W,L,U,0
"Oct 19, 2008",,Sunday,7,2008,Browns,Redskins,away,0-0,0-0,3-7,8-7,11-14,7.5,42.0,-3,4.5,-17.0,-6.2,-10.8,L,W,U,0
"Oct 19, 2008",,Sunday,7,2008,Packers,Colts,home,3-7,14-0,10-0,7-7,34-14,1.0,47.0,20,21.0,1.0,11.0,-10.0,W,W,O,0
"Oct 19, 2008",,Sunday,7,2008,Colts,Packers,away,7-3,0-14,0-10,7-7,14-34,-1.0,47.0,-20,-21.0,1.0,-10.0,11.0,L,L,O,0
"Oct 19, 2008",,Sunday,7,2008,Raiders,Jets,home,3-3,0-0,7-0,3-10,16-13,3.0,41.5,3,6.0,-12.5,-3.2,-9.2,W,W,U,1
"Oct 19, 2008",,Sunday,7,2008,Jets,Raiders,away,3-3,0-0,0-7,10-3,13-16,-3.0,41.5,-3,-6.0,-12.5,-9.2,-3.2,L,L,U,1
"Oct 19, 2008",,Sunday,7,2008,Buccaneers,Seahawks,home,7-0,10-0,0-3,3-7,20-10,-10.5,38.0,10,-0.5,-8.0,-4.2,-3.8,W,L,U,0
"Oct 19, 2008",,Sunday,7,2008,Seahawks,Buccaneers,away,0-7,0-10,3-0,7-3,10-20,10.5,38.0,-10,0.5,-8.0,-3.8,-4.2,L,W,U,0
"Oct 13, 2008",,Monday,6,2008,Browns,Giants,home,3-0,14-14,3-0,15-0,35-14,8.0,43.0,21,29.0,6.0,17.5,-11.5,W,W,O,0
"Oct 13, 2008",,Monday,6,2008,Giants,Browns,away,0-3,14-14,0-3,0-15,14-35,-8.0,43.0,-21,-29.0,6.0,-11.5,17.5,L,L,O,0
"Oct 12, 2008",,Sunday,6,2008,Texans,Dolphins,home,3-7,10-7,7-7,9-7,29-28,-3.0,45.0,1,-2.0,12.0,5.0,7.0,W,L,O,0
"Oct 12, 2008",,Sunday,6,2008,Dolphins,Texans,away,7-3,7-10,7-7,7-9,28-29,3.0,45.0,-1,2.0,12.0,7.0,5.0,L,W,O,0
"Oct 12, 2008",,Sunday,6,2008,Colts,Ravens,home,17-0,7-0,7-3,0-0,31-3,-5.0,39.0,28,23.0,-5.0,9.0,-14.0,W,W,U,0
"Oct 12, 2008",,Sunday,6,2008,Ravens,Colts,away,0-17,0-7,3-7,0-0,3-31,5.0,39.0,-28,-23.0,-5.0,-14.0,9.0,L,L,U,0
"Oct 12, 2008",,Sunday,6,2008,Jets,Bengals,home,7-7,10-7,3-0,6-0,26-14,-6.0,45.0,12,6.0,-5.0,0.5,-5.5,W,W,U,0
"Oct 12, 2008",,Sunday,6,2008,Bengals,Jets,away,7-7,7-10,0-3,0-6,14-26,6.0,45.0,-12,-6.0,-5.0,-5.5,0.5,L,L,U,0
"Oct 12, 2008",,Sunday,6,2008,Saints,Raiders,home,0-3,10-0,14-0,10-0,34-3,-7.5,47.5,31,23.5,-10.5,6.5,-17.0,W,W,U,0
"Oct 12, 2008",,Sunday,6,2008,Raiders,Saints,away,3-0,0-10,0-14,0-10,3-34,7.5,47.5,-31,-23.5,-10.5,-17.0,6.5,L,L,U,0
"Oct 12, 2008",,Sunday,6,2008,Falcons,Bears,home,6-0,3-3,3-7,10-10,22-20,2.0,43.5,2,4.0,-1.5,1.2,-2.8,W,W,U,0
"Oct 12, 2008",,Sunday,6,2008,Bears,Falcons,away,0-6,3-3,7-3,10-10,20-22,-2.0,43.5,-2,-4.0,-1.5,-2.8,1.2,L,L,U,0
"Oct 12, 2008",,Sunday,6,2008,Vikings,Lions,home,2-0,0-3,7-7,3-0,12-10,-13.5,47.0,2,-11.5,-25.0,-18.2,-6.8,W,L,U,0
"Oct 12, 2008",,Sunday,6,2008,Lions,Vikings,away,0-2,3-0,7-7,0-3,10-12,13.5,47.0,-2,11.5,-25.0,-6.8,-18.2,L,W,U,0
"Oct 12, 2008",,Sunday,6,2008,Buccaneers,Panthers,home,14-0,3-3,3-0,7-0,27-3,-2.0,36.5,24,22.0,-6.5,7.8,-14.2,W,W,U,0
"Oct 12, 2008",,Sunday,6,2008,Panthers,Buccaneers,away,0-14,3-3,0-3,0-7,3-27,2.0,36.5,-24,-22.0,-6.5,-14.2,7.8,L,L,U,0
"Oct 12, 2008",,Sunday,6,2008,Redskins,Rams,home,7-3,0-7,0-6,10-3,17-19,-13.5,44.0,-2,-15.5,-8.0,-11.8,3.8,L,L,U,0
"Oct 12, 2008",,Sunday,6,2008,Rams,Redskins,away,3-7,7-0,6-0,3-10,19-17,13.5,44.0,2,15.5,-8.0,3.8,-11.8,W,W,U,0
"Oct 12, 2008",,Sunday,6,2008,Broncos,Jaguars,home,7-3,0-7,3-14,7-0,17-24,-3.5,48.5,-7,-10.5,-7.5,-9.0,1.5,L,L,U,0
"Oct 12, 2008",,Sunday,6,2008,Jaguars,Broncos,away,3-7,7-0,14-3,0-7,24-17,3.5,48.5,7,10.5,-7.5,1.5,-9.0,W,W,U,0
"Oct 12, 2008",,Sunday,6,2008,Seahawks,Packers,home,0-3,10-7,0-7,7-10,17-27,1.0,46.0,-10,-9.0,-2.0,-5.5,3.5,L,L,U,0
"Oct 12, 2008",,Sunday,6,2008,Packers,Seahawks,away,3-0,7-10,7-0,10-7,27-17,-1.0,46.0,10,9.0,-2.0,3.5,-5.5,W,W,U,0
"Oct 12, 2008",,Sunday,6,2008,Cardinals,Cowboys,home,7-0,0-7,7-7,10-10,30-24,5.0,49.5,6,11.0,4.5,7.8,-3.2,W,W,O,1
"Oct 12, 2008",,Sunday,6,2008,Cowboys,Cardinals,away,0-7,7-0,7-7,10-10,24-30,-5.0,49.5,-6,-11.0,4.5,-3.2,7.8,L,L,O,1
"Oct 12, 2008",,Sunday,6,2008,Fortyniners,Eagles,home,6-7,10-10,10-0,0-23,26-40,4.5,42.5,-14,-9.5,23.5,7.0,16.5,L,L,O,0
"Oct 12, 2008",,Sunday,6,2008,Eagles,Fortyniners,away,7-6,10-10,0-10,23-0,40-26,-4.5,42.5,14,9.5,23.5,16.5,7.0,W,W,O,0
