CalendarDate,Link,Day,Week,Year,Team,Opp,Site,Q1,Q2,Q3,Q4,Final,Line,Total,SUm,ATSm,OUm,DPS,DPA,SUr,ATSr,OUr,ot
"Feb 04, 2018",view,Sunday,22,2017,Patriots,Eagles,neutral,3-9,9-13,14-7,7-12,33-41,-4.0,49.0,-8,-12,25,6.5,18.5,L,L,O,0
"Feb 04, 2018",view,Sunday,22,2017,Eagles,Patriots,neutral,9-3,13-9,7-14,12-7,41-33,4.0,49.0,8,12,25,18.5,6.5,W,W,O,0
"Jan 21, 2018",view,Sunday,20,2017,Patriots,Jaguars,home,3-0,7-14,0-3,14-3,24-20,-7.5,45.5,4,-3.5,-1.5,-2.5,1.0,W,L,U,0
"Jan 21, 2018",view,Sunday,20,2017,Jaguars,Patriots,away,0-3,14-7,3-0,3-14,20-24,7.5,45.5,-4,3.5,-1.5,1.0,-2.5,L,W,U,0
"Jan 21, 2018",view,Sunday,20,2017,Eagles,Vikings,home,7-7,17-0,7-0,7-0,38-7,3.0,39.0,31,34.0,6,20.0,-14.0,W,W,O,0
"Jan 21, 2018",view,Sunday,20,2017,Vikings,Eagles,away,7-7,0-17,0-7,0-7,7-38,-3.0,39.0,-31,-34.0,6,-14.0,20.0,L,L,O,0
"Jan 14, 2018",view,Sunday,19,2017,Vikings,Saints,home,10-0,7-0,0-7,12-17,29-24,-5.0,47.0,5,0.0,6,3.0,3.0,W,P,O,0
"Jan 14, 2018",view,Sunday,19,2017,Saints,Vikings,away,0-10,0-7,7-0,17-12,24-29,5.0,47.0,-5,0.0,6,3.0,3.0,L,P,O,0
"Jan 14, 2018",view,Sunday,19,2017,Steelers,Jaguars,home,0-14,14-14,7-0,21-17,42-45,-7.0,41.0,-3,-10.0,46.0,18.0,28.0,L,L,O,0
"Jan 14, 2018",view,Sunday,19,2017,Jaguars,Steelers,away,14-0,14-14,0-7,17-21,45-42,7.0,41.0,3,10.0,46.0,28.0,18.0,W,W,O,0
"Jan 13, 2018",view,Saturday,19,2017,Eagles,Falcons,home,0-3,9-7,3-0,3-0,15-10,2.5,40.5,5,7.5,-15.5,-4.0,-11.5,W,W,U,0
"Jan 13, 2018",view,Saturday,19,2017,Falcons,Eagles,away,3-0,7-9,0-3,0-3,10-15,-2.5,40.5,-5,-7.5,-15.5,-11.5,-4.0,L,L,U,0
"Jan 13, 2018",view,Saturday,19,2017,Patriots,Titans,home,0-7,21-0,7-0,7-7,35-14,-13.5,48.0,21,7.5,1.0,4.2,-3.2,W,W,O,0
"Jan 13, 2018",view,Saturday,19,2017,Titans,Patriots,away,7-0,0-21,0-7,7-7,14-35,13.5,48.0,-21,-7.5,1.0,-3.2,4.2,L,L,O,0
"Jan 07, 2018",view,Sunday,18,2017,Jaguars,Bills,home,0-0,3-3,7-0,0-0,10-3,-8.5,39.5,7,-1.5,-26.5,-14.0,-12.5,W,L,U,0
"Jan 07, 2018",view,Sunday,18,2017,Bills,Jaguars,away,0-0,3-3,0-7,0-0,3-10,8.5,39.5,-7,1.5,-26.5,-12.5,-14.0,L,W,U,0
"Jan 07, 2018",view,Sunday,18,2017,Saints,Panthers,home,7-0,14-9,3-3,7-14,31-26,-6.5,47.5,5,-1.5,9.5,4.0,5.5,W,L,O,0
"Jan 07, 2018",view,Sunday,18,2017,Panthers,Saints,away,0-7,9-14,3-3,14-7,26-31,6.5,47.5,-5,1.5,9.5,5.5,4.0,L,W,O,0
"Jan 06, 2018",view,Saturday,18,2017,Chiefs,Titans,home,14-0,7-3,0-7,0-12,21-22,-8.0,44.0,-1,-9,-1.0,-5.0,4.0,L,L,U,0
"Jan 06, 2018",view,Saturday,18,2017,Titans,Chiefs,away,0-14,3-7,7-0,12-0,22-21,8.0,44.0,1,9,-1.0,4.0,-5.0,W,W,U,0
"Jan 06, 2018",view,Saturday,18,2017,Rams,Falcons,home,0-6,10-7,0-6,3-7,13-26,-5.5,48.0,-13,-18.5,-9.0,-13.8,4.8,L,L,U,0
"Jan 06, 2018",view,Saturday,18,2017,Falcons,Rams,away,6-0,7-10,6-0,7-3,26-13,5.5,48.0,13,18.5,-9.0,4.8,-13.8,W,W,U,0
"Dec 31, 2017",view,Sunday,17,2017,Broncos,Chiefs,home,3-7,7-7,0-10,14-3,24-27,-3.0,39.0,-3,-6.0,12,3.0,9.0,L,L,O,0
"Dec 31, 2017",view,Sunday,17,2017,Chiefs,Broncos,away,7-3,7-7,10-0,3-14,27-24,3.0,39.0,3,6.0,12,9.0,3.0,W,W,O,0
"Dec 31, 2017",view,Sunday,17,2017,Buccaneers,Saints,home,7-14,6-0,0-3,18-7,31-24,6.0,50.0,7,13.0,5,9.0,-4.0,W,W,O,0
"Dec 31, 2017",view,Sunday,17,2017,Saints,Buccaneers,away,14-7,0-6,3-0,7-18,24-31,-6.0,50.0,-7,-13.0,5,-4.0,9.0,L,L,O,0
"Dec 31, 2017",view,Sunday,17,2017,Chargers,Raiders,home,0-0,20-10,10-0,0-0,30-10,-8.0,43.0,20,12,-3,4.5,-7.5,W,W,U,0
"Dec 31, 2017",view,Sunday,17,2017,Raiders,Chargers,away,0-0,10-20,0-10,0-0,10-30,8.0,43.0,-20,-12,-3,-7.5,4.5,L,L,U,0
"Dec 31, 2017",view,Sunday,17,2017,Colts,Texans,home,0-3,7-10,7-0,8-0,22-13,-5.5,41.0,9,3.5,-6,-1.2,-4.8,W,W,U,0
"Dec 31, 2017",view,Sunday,17,2017,Texans,Colts,away,3-0,10-7,0-7,0-8,13-22,5.5,41.0,-9,-3.5,-6,-4.8,-1.2,L,L,U,0
"Dec 31, 2017",view,Sunday,17,2017,Dolphins,Bills,home,0-7,0-3,3-9,13-3,16-22,3.0,42.0,-6,-3,-4,-3.5,-0.5,L,L,U,0
"Dec 31, 2017",view,Sunday,17,2017,Bills,Dolphins,away,7-0,3-0,9-3,3-13,22-16,-3.0,42.0,6,3,-4,-0.5,-3.5,W,W,U,0
"Dec 31, 2017",view,Sunday,17,2017,Eagles,Cowboys,home,0-0,0-0,0-0,0-6,0-6,4.0,40.0,-6,-2,-34.0,-18.0,-16.0,L,L,U,0
"Dec 31, 2017",view,Sunday,17,2017,Cowboys,Eagles,away,0-0,0-0,0-0,6-0,6-0,-4.0,40.0,6,2,-34.0,-16.0,-18.0,W,W,U,0
"Dec 31, 2017",view,Sunday,17,2017,Falcons,Panthers,home,7-0,0-7,6-0,9-3,22-10,-5.0,45.0,12,7,-13,-3.0,-10.0,W,W,U,0
"Dec 31, 2017",view,Sunday,17,2017,Panthers,Falcons,away,0-7,7-0,0-6,3-9,10-22,5.0,45.0,-12,-7,-13,-10.0,-3.0,L,L,U,0
"Dec 31, 2017",view,Sunday,17,2017,Giants,Redskins,home,15-7,0-3,0-0,3-0,18-10,3.5,38.5,8,11.5,-10.5,0.5,-11.0,W,W,U,0
"Dec 31, 2017",view,Sunday,17,2017,Redskins,Giants,away,7-15,3-0,0-0,0-3,10-18,-3.5,38.5,-8,-11.5,-10.5,-11.0,0.5,L,L,U,0
"Dec 31, 2017",view,Sunday,17,2017,Lions,Packers,home,3-3,17-0,7-0,8-8,35-11,-7.5,45.0,24,16.5,1,8.8,-7.8,W,W,O,0
"Dec 31, 2017",view,Sunday,17,2017,Packers,Lions,away,3-3,0-17,0-7,8-8,11-35,7.5,45.0,-24,-16.5,1,-7.8,8.8,L,L,O,0
"Dec 31, 2017",view,Sunday,17,2017,Patriots,Jets,home,7-3,14-0,3-0,2-3,26-6,-16.5,43.0,20,3.5,-11,-3.8,-7.2,W,W,U,0
"Dec 31, 2017",view,Sunday,17,2017,Jets,Patriots,away,3-7,0-14,0-3,3-2,6-26,16.5,43.0,-20,-3.5,-11,-7.2,-3.8,L,L,U,0
"Dec 31, 2017",view,Sunday,17,2017,Rams,Fortyniners,home,3-10,3-10,0-7,7-7,13-34,6.0,46.0,-21,-15,1,-7.0,8.0,L,L,O,0
"Dec 31, 2017",view,Sunday,17,2017,Fortyniners,Rams,away,10-3,10-3,7-0,7-7,34-13,-6.0,46.0,21,15,1,8.0,-7.0,W,W,O,0
"Dec 31, 2017",view,Sunday,17,2017,Ravens,Bengals,home,0-7,10-10,7-7,10-7,27-31,-8.5,40.5,-4,-12.5,17.5,2.5,15.0,L,L,O,0
"Dec 31, 2017",view,Sunday,17,2017,Bengals,Ravens,away,7-0,10-10,7-7,7-10,31-27,8.5,40.5,4,12.5,17.5,15.0,2.5,W,W,O,0
"Dec 31, 2017",view,Sunday,17,2017,Seahawks,Cardinals,home,7-10,0-10,7-3,10-3,24-26,-8.0,40.0,-2,-10,10,0.0,10.0,L,L,O,0
"Dec 31, 2017",view,Sunday,17,2017,Cardinals,Seahawks,away,10-7,10-0,3-7,3-10,26-24,8.0,40.0,2,10,10,10.0,0.0,W,W,O,0
"Dec 31, 2017",view,Sunday,17,2017,Steelers,Browns,home,7-0,14-14,7-10,0-0,28-24,-5.5,41.0,4,-1.5,11,4.8,6.2,W,L,O,0
"Dec 31, 2017",view,Sunday,17,2017,Browns,Steelers,away,0-7,14-14,10-7,0-0,24-28,5.5,41.0,-4,1.5,11,6.2,4.8,L,W,O,0
"Dec 31, 2017",view,Sunday,17,2017,Titans,Jaguars,home,0-0,12-3,3-0,0-7,15-10,-4.0,40.0,5,1,-15,-7.0,-8.0,W,W,U,0
"Dec 31, 2017",view,Sunday,17,2017,Jaguars,Titans,away,0-0,3-12,0-3,7-0,10-15,4.0,40.0,-5,-1,-15,-8.0,-7.0,L,L,U,0
"Dec 31, 2017",view,Sunday,17,2017,Vikings,Bears,home,7-0,9-7,7-0,0-3,23-10,-13.0,38.5,13,0,-5.5,-2.8,-2.8,W,P,U,0
"Dec 31, 2017",view,Sunday,17,2017,Bears,Vikings,away,0-7,7-9,0-7,3-0,10-23,13.0,38.5,-13,0,-5.5,-2.8,-2.8,L,P,U,0
"Dec 25, 2017",view,Monday,16,2017,Eagles,Raiders,home,7-0,0-7,3-3,9-0,19-10,-9.5,44.5,9,-0.5,-15.5,-8.0,-7.5,W,L,U,0
"Dec 25, 2017",view,Monday,16,2017,Raiders,Eagles,away,0-7,7-0,3-3,0-9,10-19,9.5,44.5,-9,0.5,-15.5,-7.5,-8.0,L,W,U,0
"Dec 25, 2017",view,Monday,16,2017,Texans,Steelers,home,0-10,0-10,0-7,6-7,6-34,10.0,44.5,-28,-18,-4.5,-11.2,6.8,L,L,U,0
"Dec 25, 2017",view,Monday,16,2017,Steelers,Texans,away,10-0,10-0,7-0,7-6,34-6,-10.0,44.5,28,18,-4.5,6.8,-11.2,W,W,U,0
"Dec 24, 2017",view,Sunday,16,2017,Bears,Browns,home,6-0,0-3,14-0,0-0,20-3,-6.5,37.0,17,10.5,-14.0,-1.8,-12.2,W,W,U,0
"Dec 24, 2017",view,Sunday,16,2017,Browns,Bears,away,0-6,3-0,0-14,0-0,3-20,6.5,37.0,-17,-10.5,-14.0,-12.2,-1.8,L,L,U,0
"Dec 24, 2017",view,Sunday,16,2017,Bengals,Lions,home,0-7,6-0,7-3,13-7,26-17,3.0,43.5,9,12.0,-0.5,5.8,-6.2,W,W,U,0
"Dec 24, 2017",view,Sunday,16,2017,Lions,Bengals,away,7-0,0-6,3-7,7-13,17-26,-3.0,43.5,-9,-12.0,-0.5,-6.2,5.8,L,L,U,0
"Dec 24, 2017",view,Sunday,16,2017,Cardinals,Giants,home,3-0,7-0,6-0,7-0,23-0,-3.0,39.5,23,20.0,-16.5,1.8,-18.2,W,W,U,0
"Dec 24, 2017",view,Sunday,16,2017,Giants,Cardinals,away,0-3,0-7,0-6,0-7,0-23,3.0,39.5,-23,-20.0,-16.5,-18.2,1.8,L,L,U,0
"Dec 24, 2017",view,Sunday,16,2017,Chiefs,Dolphins,home,3-3,17-10,3-0,6-0,29-13,-11.5,43.5,16,4.5,-1.5,1.5,-3.0,W,W,U,0
"Dec 24, 2017",view,Sunday,16,2017,Dolphins,Chiefs,away,3-3,10-17,0-3,0-6,13-29,11.5,43.5,-16,-4.5,-1.5,-3.0,1.5,L,L,U,0
"Dec 24, 2017",view,Sunday,16,2017,Cowboys,Seahawks,home,0-0,9-7,3-7,0-7,12-21,-3.5,47.0,-9,-12.5,-14.0,-13.2,-0.8,L,L,U,0
"Dec 24, 2017",view,Sunday,16,2017,Seahawks,Cowboys,away,0-0,7-9,7-3,7-0,21-12,3.5,47.0,9,12.5,-14.0,-0.8,-13.2,W,W,U,0
"Dec 24, 2017",view,Sunday,16,2017,Fortyniners,Jaguars,home,10-0,6-16,7-3,21-14,44-33,4.0,43.0,11,15.0,34.0,24.5,9.5,W,W,O,0
"Dec 24, 2017",view,Sunday,16,2017,Jaguars,Fortyniners,away,0-10,16-6,3-7,14-21,33-44,-4.0,43.0,-11,-15.0,34.0,9.5,24.5,L,L,O,0
"Dec 24, 2017",view,Sunday,16,2017,Jets,Chargers,home,0-0,0-7,7-7,0-0,7-14,7.0,42.5,-7,0.0,-21.5,-10.8,-10.8,L,P,U,0
"Dec 24, 2017",view,Sunday,16,2017,Chargers,Jets,away,0-0,7-0,7-7,0-0,14-7,-7.0,42.5,7,0.0,-21.5,-10.8,-10.8,W,P,U,0
"Dec 24, 2017",view,Sunday,16,2017,Panthers,Buccaneers,home,3-3,9-6,3-7,7-3,22-19,-9.5,46.5,3,-6.5,-5.5,-6.0,0.5,W,L,U,0
"Dec 24, 2017",view,Sunday,16,2017,Buccaneers,Panthers,away,3-3,6-9,7-3,3-7,19-22,9.5,46.5,-3,6.5,-5.5,0.5,-6.0,L,W,U,0
"Dec 24, 2017",view,Sunday,16,2017,Patriots,Bills,home,0-3,13-10,10-3,14-0,37-16,-12.0,47.5,21,9.0,5.5,7.2,-1.8,W,W,O,0
"Dec 24, 2017",view,Sunday,16,2017,Bills,Patriots,away,3-0,10-13,3-10,0-14,16-37,12.0,47.5,-21,-9.0,5.5,-1.8,7.2,L,L,O,0
"Dec 24, 2017",view,Sunday,16,2017,Redskins,Broncos,home,0-3,10-0,3-0,14-8,27-11,-3.5,40.0,16,12.5,-2.0,5.2,-7.2,W,W,U,0
"Dec 24, 2017",view,Sunday,16,2017,Broncos,Redskins,away,3-0,0-10,0-3,8-14,11-27,3.5,40.0,-16,-12.5,-2.0,-7.2,5.2,L,L,U,0
"Dec 24, 2017",view,Sunday,16,2017,Saints,Falcons,home,3-0,10-0,7-3,3-10,23-13,-5.5,52.0,10,4.5,-16.0,-5.8,-10.2,W,W,U,0
"Dec 24, 2017",view,Sunday,16,2017,Falcons,Saints,away,0-3,0-10,3-7,10-3,13-23,5.5,52.0,-10,-4.5,-16.0,-10.2,-5.8,L,L,U,0
"Dec 24, 2017",view,Sunday,16,2017,Titans,Rams,home,3-6,10-7,7-7,3-7,23-27,5.5,48.5,-4,1.5,1.5,1.5,0.0,L,W,O,0
"Dec 24, 2017",view,Sunday,16,2017,Rams,Titans,away,6-3,7-10,7-7,7-3,27-23,-5.5,48.5,4,-1.5,1.5,0.0,1.5,W,L,O,0
"Dec 23, 2017",view,Saturday,16,2017,Packers,Vikings,home,0-10,0-0,0-3,0-3,0-16,9.0,41.0,-16,-7.0,-25,-16.0,-9.0,L,L,U,0
"Dec 23, 2017",view,Saturday,16,2017,Vikings,Packers,away,10-0,0-0,3-0,3-0,16-0,-9.0,41.0,16,7.0,-25,-9.0,-16.0,W,W,U,0
"Dec 23, 2017",view,Saturday,16,2017,Ravens,Colts,home,3-0,10-7,3-6,7-3,23-16,-13.0,41.0,7,-6.0,-2,-4.0,2.0,W,L,U,0
"Dec 23, 2017",view,Saturday,16,2017,Colts,Ravens,away,0-3,7-10,6-3,3-7,16-23,13.0,41.0,-7,6.0,-2,2.0,-4.0,L,W,U,0
"Dec 18, 2017",view,Monday,15,2017,Buccaneers,Falcons,home,7-7,0-10,7-0,7-7,21-24,6.5,49.0,-3,3.5,-4,-0.2,-3.8,L,W,U,0
"Dec 18, 2017",view,Monday,15,2017,Falcons,Buccaneers,away,7-7,10-0,0-7,7-7,24-21,-6.5,49.0,3,-3.5,-4,-3.8,-0.2,W,L,U,0
"Dec 17, 2017",view,Sunday,15,2017,Bills,Dolphins,home,7-3,14-3,3-0,0-10,24-16,-3.5,39.5,8,4.5,0.5,2.5,-2.0,W,W,O,0
"Dec 17, 2017",view,Sunday,15,2017,Dolphins,Bills,away,3-7,3-14,0-3,10-0,16-24,3.5,39.5,-8,-4.5,0.5,-2.0,2.5,L,L,O,0
"Dec 17, 2017",view,Sunday,15,2017,Browns,Ravens,home,0-3,10-14,0-10,0-0,10-27,7.0,41.5,-17,-10.0,-4.5,-7.2,2.8,L,L,U,0
"Dec 17, 2017",view,Sunday,15,2017,Ravens,Browns,away,3-0,14-10,10-0,0-0,27-10,-7.0,41.5,17,10.0,-4.5,2.8,-7.2,W,W,U,0
"Dec 17, 2017",view,Sunday,15,2017,Fortyniners,Titans,home,6-0,10-10,0-3,9-10,25-23,-2.0,45.0,2,0.0,3.0,1.5,1.5,W,P,O,0
"Dec 17, 2017",view,Sunday,15,2017,Titans,Fortyniners,away,0-6,10-10,3-0,10-9,23-25,2.0,45.0,-2,0.0,3.0,1.5,1.5,L,P,O,0
"Dec 17, 2017",view,Sunday,15,2017,Giants,Eagles,home,13-7,10-14,6-10,0-3,29-34,7.5,40.5,-5,2.5,22.5,12.5,10.0,L,W,O,0
"Dec 17, 2017",view,Sunday,15,2017,Eagles,Giants,away,7-13,14-10,10-6,3-0,34-29,-7.5,40.5,5,-2.5,22.5,10.0,12.5,W,L,O,0
"Dec 17, 2017",view,Sunday,15,2017,Jaguars,Texans,home,7-0,24-0,7-7,7-0,45-7,-11.5,39.0,38,26.5,13.0,19.8,-6.8,W,W,O,0
"Dec 17, 2017",view,Sunday,15,2017,Texans,Jaguars,away,0-7,0-24,7-7,0-7,7-45,11.5,39.0,-38,-26.5,13.0,-6.8,19.8,L,L,O,0
"Dec 17, 2017",view,Sunday,15,2017,Panthers,Packers,home,7-7,3-7,14-3,7-7,31-24,-3.0,47.0,7,4.0,8.0,6.0,2.0,W,W,O,0
"Dec 17, 2017",view,Sunday,15,2017,Packers,Panthers,away,7-7,7-3,3-14,7-7,24-31,3.0,47.0,-7,-4.0,8.0,2.0,6.0,L,L,O,0
"Dec 17, 2017",view,Sunday,15,2017,Raiders,Cowboys,home,0-3,0-7,10-7,7-3,17-20,3.0,46.0,-3,0.0,-9.0,-4.5,-4.5,L,P,U,0
"Dec 17, 2017",view,Sunday,15,2017,Cowboys,Raiders,away,3-0,7-0,7-10,3-7,20-17,-3.0,46.0,3,0.0,-9.0,-4.5,-4.5,W,P,U,0
"Dec 17, 2017",view,Sunday,15,2017,Redskins,Cardinals,home,7-3,7-6,3-3,3-3,20-15,-4.5,40.5,5,0.5,-5.5,-2.5,-3.0,W,W,U,0
"Dec 17, 2017",view,Sunday,15,2017,Cardinals,Redskins,away,3-7,6-7,3-3,3-3,15-20,4.5,40.5,-5,-0.5,-5.5,-3.0,-2.5,L,L,U,0
"Dec 17, 2017",view,Sunday,15,2017,Saints,Jets,home,10-0,7-10,0-3,14-6,31-19,-15.5,47.0,12,-3.5,3,-0.2,3.2,W,L,O,0
"Dec 17, 2017",view,Sunday,15,2017,Jets,Saints,away,0-10,10-7,3-0,6-14,19-31,15.5,47.0,-12,3.5,3,3.2,-0.2,L,W,O,0
"Dec 17, 2017",view,Sunday,15,2017,Seahawks,Rams,home,0-13,0-21,7-6,0-2,7-42,-1.0,47.0,-35,-36.0,2.0,-17.0,19.0,L,L,O,0
"Dec 17, 2017",view,Sunday,15,2017,Rams,Seahawks,away,13-0,21-0,6-7,2-0,42-7,1.0,47.0,35,36.0,2.0,19.0,-17.0,W,W,O,0
"Dec 17, 2017",view,Sunday,15,2017,Steelers,Patriots,home,7-7,10-3,7-6,0-11,24-27,2.5,54.0,-3,-0.5,-3.0,-1.8,-1.2,L,L,U,0
"Dec 17, 2017",view,Sunday,15,2017,Patriots,Steelers,away,7-7,3-10,6-7,11-0,27-24,-2.5,54.0,3,0.5,-3.0,-1.2,-1.8,W,W,U,0
"Dec 17, 2017",view,Sunday,15,2017,Vikings,Bengals,home,17-0,7-0,3-0,7-7,34-7,-13.0,42.0,27,14,-1.0,6.5,-7.5,W,W,U,0
"Dec 17, 2017",view,Sunday,15,2017,Bengals,Vikings,away,0-17,0-7,0-3,7-7,7-34,13.0,42.0,-27,-14,-1.0,-7.5,6.5,L,L,U,0
"Dec 16, 2017",view,Saturday,15,2017,Chiefs,Chargers,home,3-0,7-6,10-7,10-0,30-13,0.0,45.5,17,17,-2.5,7.2,-9.8,W,W,U,0
"Dec 16, 2017",view,Saturday,15,2017,Chargers,Chiefs,away,0-3,6-7,7-10,0-10,13-30,0.0,45.5,-17,-17,-2.5,-9.8,7.2,L,L,U,0
"Dec 16, 2017",view,Saturday,15,2017,Lions,Bears,home,3-0,10-3,7-0,0-7,20-10,-5.5,43.5,10,4.5,-13.5,-4.5,-9.0,W,W,U,0
"Dec 16, 2017",view,Saturday,15,2017,Bears,Lions,away,0-3,3-10,0-7,7-0,10-20,5.5,43.5,-10,-4.5,-13.5,-9.0,-4.5,L,L,U,0
"Dec 14, 2017",view,Thursday,15,2017,Colts,Broncos,home,7-0,3-7,3-15,0-3,13-25,2.5,40.5,-12,-9.5,-2.5,-6.0,3.5,L,L,U,0
"Dec 14, 2017",view,Thursday,15,2017,Broncos,Colts,away,0-7,7-3,15-3,3-0,25-13,-2.5,40.5,12,9.5,-2.5,3.5,-6.0,W,W,U,0
"Dec 11, 2017",view,Monday,14,2017,Dolphins,Patriots,home,6-0,7-10,14-0,0-10,27-20,11.0,47.5,7,18.0,-0.5,8.8,-9.2,W,W,U,0
"Dec 11, 2017",view,Monday,14,2017,Patriots,Dolphins,away,0-6,10-7,0-14,10-0,20-27,-11.0,47.5,-7,-18.0,-0.5,-9.2,8.8,L,L,U,0
"Dec 10, 2017",view,Sunday,14,2017,Bengals,Bears,home,7-6,0-6,0-7,0-14,7-33,-6.0,39.5,-26,-32.0,0.5,-15.8,16.2,L,L,O,0
"Dec 10, 2017",view,Sunday,14,2017,Bears,Bengals,away,6-7,6-0,7-0,14-0,33-7,6.0,39.5,26,32.0,0.5,16.2,-15.8,W,W,O,0
"Dec 10, 2017",view,Sunday,14,2017,Bills,Colts,home,0-0,7-0,0-0,0-7,13-7,-3.5,37.0,6,2.5,-17.0,-7.2,-9.8,W,W,U,1
"Dec 10, 2017",view,Sunday,14,2017,Colts,Bills,away,0-0,0-7,0-0,7-0,7-13,3.5,37.0,-6,-2.5,-17.0,-9.8,-7.2,L,L,U,1
"Dec 10, 2017",view,Sunday,14,2017,Broncos,Jets,home,10-0,3-0,7-0,3-0,23-0,1.0,40.5,23,24.0,-17.5,3.2,-20.8,W,W,U,0
"Dec 10, 2017",view,Sunday,14,2017,Jets,Broncos,away,0-10,0-3,0-7,0-3,0-23,-1.0,40.5,-23,-24.0,-17.5,-20.8,3.2,L,L,U,0
"Dec 10, 2017",view,Sunday,14,2017,Browns,Packers,home,7-7,7-0,7-0,0-14,21-27,3.0,40.0,-6,-3.0,8.0,2.5,5.5,L,L,O,1
"Dec 10, 2017",view,Sunday,14,2017,Packers,Browns,away,7-7,0-7,0-7,14-0,27-21,-3.0,40.0,6,3.0,8.0,5.5,2.5,W,W,O,1
"Dec 10, 2017",view,Sunday,14,2017,Buccaneers,Lions,home,7-7,0-7,0-7,14-3,21-24,1.5,46.5,-3,-1.5,-1.5,-1.5,0.0,L,L,U,0
"Dec 10, 2017",view,Sunday,14,2017,Lions,Buccaneers,away,7-7,7-0,7-0,3-14,24-21,-1.5,46.5,3,1.5,-1.5,0.0,-1.5,W,W,U,0
"Dec 10, 2017",view,Sunday,14,2017,Cardinals,Titans,home,0-0,0-7,6-0,6-0,12-7,3.0,42.0,5,8.0,-23.0,-7.5,-15.5,W,W,U,0
"Dec 10, 2017",view,Sunday,14,2017,Titans,Cardinals,away,0-0,7-0,0-6,0-6,7-12,-3.0,42.0,-5,-8.0,-23.0,-15.5,-7.5,L,L,U,0
"Dec 10, 2017",view,Sunday,14,2017,Chargers,Redskins,home,13-0,10-6,7-0,0-7,30-13,-6.5,46.5,17,10.5,-3.5,3.5,-7.0,W,W,U,0
"Dec 10, 2017",view,Sunday,14,2017,Redskins,Chargers,away,0-13,6-10,0-7,7-0,13-30,6.5,46.5,-17,-10.5,-3.5,-7.0,3.5,L,L,U,0
"Dec 10, 2017",view,Sunday,14,2017,Chiefs,Raiders,home,3-0,13-0,10-0,0-15,26-15,-4.5,47.5,11,6.5,-6.5,0.0,-6.5,W,W,U,0
"Dec 10, 2017",view,Sunday,14,2017,Raiders,Chiefs,away,0-3,0-13,0-10,15-0,15-26,4.5,47.5,-11,-6.5,-6.5,-6.5,0.0,L,L,U,0
"Dec 10, 2017",view,Sunday,14,2017,Giants,Cowboys,home,0-3,10-7,0-0,0-20,10-30,4.0,41.5,-20,-16.0,-1.5,-8.8,7.2,L,L,U,0
"Dec 10, 2017",view,Sunday,14,2017,Cowboys,Giants,away,3-0,7-10,0-0,20-0,30-10,-4.0,41.5,20,16.0,-1.5,7.2,-8.8,W,W,U,0
"Dec 10, 2017",view,Sunday,14,2017,Jaguars,Seahawks,home,3-0,0-0,21-10,6-14,30-24,-3.0,41.0,6,3.0,13.0,8.0,5.0,W,W,O,0
"Dec 10, 2017",view,Sunday,14,2017,Seahawks,Jaguars,away,0-3,0-0,10-21,14-6,24-30,3.0,41.0,-6,-3.0,13.0,5.0,8.0,L,L,O,0
"Dec 10, 2017",view,Sunday,14,2017,Panthers,Vikings,home,7-7,7-6,10-0,7-11,31-24,2.0,41.0,7,9.0,14.0,11.5,2.5,W,W,O,0
"Dec 10, 2017",view,Sunday,14,2017,Vikings,Panthers,away,7-7,6-7,0-10,11-7,24-31,-2.0,41.0,-7,-9.0,14.0,2.5,11.5,L,L,O,0
"Dec 10, 2017",view,Sunday,14,2017,Rams,Eagles,home,7-14,7-10,14-7,7-12,35-43,0.0,50.0,-8,-8.0,28.0,10.0,18.0,L,L,O,0
"Dec 10, 2017",view,Sunday,14,2017,Eagles,Rams,away,14-7,10-7,7-14,12-7,43-35,-0.0,50.0,8,8.0,28.0,18.0,10.0,W,W,O,0
"Dec 10, 2017",view,Sunday,14,2017,Steelers,Ravens,home,7-0,13-14,0-17,19-7,39-38,-5.0,43.5,1,-4,33.5,14.8,18.8,W,L,O,0
"Dec 10, 2017",view,Sunday,14,2017,Ravens,Steelers,away,0-7,14-13,17-0,7-19,38-39,5.0,43.5,-1,4,33.5,18.8,14.8,L,W,O,0
"Dec 10, 2017",view,Sunday,14,2017,Texans,Fortyniners,home,3-0,6-13,7-10,0-3,16-26,-1.5,43.0,-10,-11.5,-1.0,-6.2,5.2,L,L,U,0
"Dec 10, 2017",view,Sunday,14,2017,Fortyniners,Texans,away,0-3,13-6,10-7,3-0,26-16,1.5,43.0,10,11.5,-1.0,5.2,-6.2,W,W,U,0
"Dec 07, 2017",view,Thursday,14,2017,Falcons,Saints,home,3-3,7-7,0-7,10-0,20-17,-2.5,51.5,3,0.5,-14.5,-7.0,-7.5,W,W,U,0
"Dec 07, 2017",view,Thursday,14,2017,Saints,Falcons,away,3-3,7-7,7-0,0-10,17-20,2.5,51.5,-3,-0.5,-14.5,-7.5,-7.0,L,L,U,0
"Dec 04, 2017",view,Monday,13,2017,Bengals,Steelers,home,10-0,7-3,3-7,0-13,20-23,4.0,43.0,-3,1.0,0.0,0.5,-0.5,L,W,P,0
"Dec 04, 2017",view,Monday,13,2017,Steelers,Bengals,away,0-10,3-7,7-3,13-0,23-20,-4.0,43.0,3,-1.0,0.0,-0.5,0.5,W,L,P,0
